Name,URL,Author,Author's location,Main language,All used languages,Description,Total code size,License,Author's followers,Top 10 contributors followers,Created at,Age in days,Total commits,Total additions,Total deletions,Total code changes,Last commit date,Commits/day,"Average contribution period by contributor, days",Medium commit size,Total releases,Stargazers,Forks,Contributors,Active forkers(%),Returning contributors (more than 4 weeks),Open issues,Closed issues,Total issues,Issue/day,Closed issues(%),Placement by popularity,Placement by age,Placement by total commits,Placement by total tags,Placement by top 10 contributors followers,Placement by closed issues percentage,Placement by commits by day,Placement by active forkers column,Placement overall
falcosecurity/falco,https://github.com/falcosecurity/falco,henridf,[Unknown],C++,"C++(72.10),Go(10.46),CMake(6.42),Go Template(3.31),C(3.21),Shell(3.08),Dockerfile(1.10),Makefile(0.31)",Cloud Native Runtime Security,1230877,Apache-2.0,33,2078,2016/01,3779,5399,209560,150952,360512,2026-05-13 15:17:01,1.4287,143,66,186,8975,1020,224,21.96,38,57,1690,1747,0.4623,96.74,46,31,39,41,36,12,52,50,47
gruntwork-io/terragrunt,https://github.com/gruntwork-io/terragrunt,brikis98,[Unknown],Go,"Go(99.95),Makefile(0.04),HCL(0.01)",Terragrunt is a flexible orchestration tool that allows Infrastructure as Code written in OpenTofu/Terraform to scale.,6261341,MIT,2462,3029,2016/05,3654,3895,634587,332728,967315,2026-05-22 22:10:52,1.0660,96,248,944,9590,1191,307,25.78,21,218,1556,1774,0.4855,87.71,44,26,59,9,24,33,56,58,48
distribution/distribution,https://github.com/distribution/distribution,[Unknown account],[Unknown],Go,"Go(98.56),Dockerfile(0.65),Makefile(0.46),Shell(0.18),HCL(0.15)","The toolkit to pack, ship, store, and deliver container content",1555072,Apache-2.0,0,3425,2014/12,4172,5895,3437239,1877366,5314605,2026-05-25 17:20:57,1.4130,135,901,65,10436,2747,413,15.03,64,492,304498,304990,73.1040,99.84,42,42,41,62,22,1,53,38,49
buildpacks/pack,https://github.com/buildpacks/pack,sclevine,"Ann Arbor, MI",Go,"Go(99.66),Makefile(0.24),Shell(0.09),Dockerfile(0.01)",CLI for building apps using Cloud Native Buildpacks,2715213,Apache-2.0,147,468,2018/06,2892,4804,2072005,1895288,3967293,2026-05-15 14:42:52,1.6611,180,825,121,2920,338,137,40.53,37,163,2234,2397,0.8288,93.20,59,13,26,54,58,23,46,51,50
jaegertracing/jaeger,https://github.com/jaegertracing/jaeger,[Unknown account],[Unknown],Go,"Go(90.27),Python(4.57),Shell(2.94),Go Template(1.07),Makefile(0.95),Dockerfile(0.12),HTML(0.05),JavaScript(0.02),sed(0.01)","CNCF Jaeger, a Distributed Tracing Platform",3814342,Apache-2.0,0,4655,2016/04,3692,4404,545885,332408,878293,2026-05-24 12:58:22,1.1928,107,199,124,22829,2916,432,14.81,51,405,3436,3841,1.0404,89.46,28,27,53,53,18,30,55,42,51
Icinga/icinga2,https://github.com/Icinga/icinga2,gunnarbeutner,[Unknown],C++,"C++(91.91),CMake(2.44),PLpgSQL(1.83),Yacc(1.15),Shell(0.72),C#(0.59),Vim Script(0.44),LLVM(0.31),Dockerfile(0.26),PowerShell(0.24),C(0.05),Python(0.05)",The core of our monitoring platform with a powerful configuration language and REST API.,3883967,GPL-3.0,101,341,2013/08,4653,14778,929047,672398,1601445,2026-05-21 15:31:13,3.1760,307,108,133,2198,605,268,44.30,48,479,1755,2234,0.4801,78.56,63,54,6,51,59,48,35,44,52
anchore/syft,https://github.com/anchore/syft,wagoodman,"Alexandria, VA",Go,"Go(98.90),Shell(0.89),Makefile(0.10),Python(0.09),Dockerfile(0.02)",CLI tool and library for generating a Software Bill of Materials from container images and filesystems,5642369,Apache-2.0,1669,2255,2020/05,2209,3339,1169799,181255,1351054,2026-05-25 15:58:10,1.5115,124,404,259,9015,860,221,25.70,30,610,1040,1650,0.7469,63.03,45,4,46,31,32,59,51,54,53
containers/skopeo,https://github.com/containers/skopeo,runcom,[Unknown],Go,"Go(78.99),Shell(15.92),Makefile(2.86),Perl(2.06),Dockerfile(0.17)","Work with remote images registries - retrieving information, images, signing content",397739,Apache-2.0,302,2061,2016/03,3731,3531,2813559,1710932,4524491,2026-05-18 14:17:31,0.9464,236,1281,113,10901,924,144,15.58,23,76,1411,1487,0.3986,94.89,41,29,18,56,37,17,58,56,54
open-policy-agent/opa,https://github.com/open-policy-agent/opa,timothyhinrichs,[Unknown],Go,"Go(83.82),C(8.41),C++(6.33),Open Policy Agent(0.86),Makefile(0.21),Shell(0.14),JavaScript(0.14),Python(0.05),Clojure(0.02),Dockerfile(0.02),TypeScript(0.00)","Open Policy Agent (OPA) is an open source, general-purpose policy engine.",11223508,Apache-2.0,21,922,2015/12,3801,6439,5922918,4629713,10552631,2026-05-22 16:04:34,1.6940,114,1638,215,11773,1574,414,26.30,37,358,1781,2139,0.5627,83.26,38,32,50,37,52,43,45,52,55
sonatype/nexus-public,https://github.com/sonatype/nexus-public,jdillon,"California, USA",Java,"Java(57.48),JavaScript(37.59),CSS(3.93),SCSS(0.59),HTML(0.28),Shell(0.07),Batchfile(0.05),XSLT(0.00),Ruby(0.00)",Sonatype Nexus Repository Open-source codebase mirror,28316622,EPL-1.0,64,212,2015/07,3951,6529,3030007,2053760,5083767,2026-02-04 20:42:13,1.6525,516,778,178,2532,715,115,16.08,89,359,796,1155,0.2923,68.92,60,39,3,44,61,57,47,28,56
anchore/grype,https://github.com/anchore/grype,wagoodman,"Alexandria, VA",Go,"Go(96.85),Go Template(1.68),Shell(1.14),Makefile(0.22),Python(0.08),Dockerfile(0.03)",A vulnerability scanner for container images and filesystems,3883862,Apache-2.0,1669,2097,2020/05,2190,2240,349524,125290,474814,2026-05-26 01:33:49,1.0228,148,211,203,12283,800,138,17.25,15,364,858,1222,0.5580,70.21,36,3,38,40,35,56,57,61,57
gogs/gogs,https://github.com/gogs/gogs,unknwon,[Unknown],Go,"Go(70.95),Go Template(17.21),TypeScript(5.02),Less(2.79),JavaScript(2.50),Shell(1.16),CSS(0.21),Dockerfile(0.07),HTML(0.06),Batchfile(0.04)",The painless way to host your own Git service,2172226,MIT,14336,18052,2014/02,4486,6265,1798517,1435023,3233540,2026-05-25 03:08:45,1.3966,58,516,96,47547,5066,410,8.09,36,987,2954,3941,0.8785,74.96,10,50,63,59,6,52,54,53,58
GoogleContainerTools/kaniko,https://github.com/GoogleContainerTools/kaniko,[Unknown account],[Unknown],Go,"Go(93.83),Shell(3.26),Dockerfile(1.31),Python(0.75),Makefile(0.52),Starlark(0.34)",Build Container Images In Kubernetes,755485,Apache-2.0,0,6323,2018/01,3038,2263,4702694,2619739,7322433,2025-06-03 14:36:10,0.7449,70,3235,63,15762,1535,291,18.96,22,760,744,1504,0.4951,49.47,31,16,62,63,12,61,60,57,59
hadolint/hadolint,https://github.com/hadolint/hadolint,lukasmartinelli,San Francisco,Haskell,"Haskell(94.30),Shell(1.46),HTML(1.17),SCSS(0.99),Nix(0.73),JavaScript(0.62),CSS(0.61),Dockerfile(0.12)","Dockerfile linter, validate inline bash, written in Haskell",422534,GPL-3.0,445,1282,2015/11,3844,1326,37098,20222,57320,2026-05-21 07:08:12,0.3450,126,43,92,12170,493,132,26.77,8,241,1377,1618,0.4209,85.11,37,34,44,60,47,39,63,63,60
harness/harness,https://github.com/harness/harness,tan-nhu,[Unknown],Go,"Go(60.03),TypeScript(35.09),SCSS(3.32),Shell(0.68),JavaScript(0.63),PLpgSQL(0.14),Dockerfile(0.04),Makefile(0.04),HTML(0.03),Go Template(0.01)","Harness Open Source is an end-to-end developer platform with Source Control Management, CI/CD Pipelines, Hosted Developer Environments, and Artifact Registries.",17880600,Apache-2.0,11,90,2014/02,4490,4132,1039700,352272,1391972,2026-05-22 11:18:09,0.9203,241,336,130,36106,3164,75,2.37,47,94,38,132,0.0294,28.79,12,51,15,52,62,62,59,46,61
aquasecurity/kube-bench,https://github.com/aquasecurity/kube-bench,[Unknown account],[Unknown],Go,"Go(96.10),Makefile(2.03),Dockerfile(1.06),Shell(0.81)",Checks whether Kubernetes is deployed according to security best practices as defined in the CIS Kubernetes Benchmark,222444,Apache-2.0,0,5072,2017/06,3262,1326,143076,51675,194751,2026-05-18 05:43:30,0.4065,98,146,105,8049,1325,164,12.38,14,91,259,350,0.1073,74.00,52,20,58,57,15,53,62,62,62
quay/clair,https://github.com/quay/clair,Quentin-M,New York City,Go,"Go(93.00),jq(3.26),Makefile(2.35),Dockerfile(0.79),Shell(0.53),Go Template(0.08)",Vulnerability Static Analysis for Containers,545657,Apache-2.0,131,985,2015/11,3846,2192,2214292,2169922,4384214,2026-05-13 15:09:57,0.5699,114,2000,137,10985,1207,114,9.44,15,50,343,393,0.1022,87.28,40,35,51,49,51,35,61,60,63
